ID,Quote Text,Response Text,Text
HYP_notsarc_0067,"i hope he doesn't change his mind about the tattoo of the door bell. the alternative might be to get a piercing on my 'naughty bits' and put a ring on it that would serve as a knocker... you know know, like on a door. i think he's nuts!","that's fantastic! i say you go for it, and... um... pics or it didn't happen.","i hope he doesn't change his mind about the tattoo of the door bell. the alternative might be to get a piercing on my 'naughty bits' and put a ring on it that would serve as a knocker... you know know, like on a door. i think he's nuts!that's fantastic! i say you go for it, and... um... pics or it didn't happen."
HYP_notsarc_0068,"what's the point in inviting a bunch of famous people? i say this as a huge fan of deniro's and scorsese's: a dinner party would be not be as intellectually stimulating than if you had, say, descartes and kierkegaard in their place. sure, they've probably a hell of a lot of stories and anecdotes which would prove entertaining, but they're ... they're filmmakers, of all things!","why not invite a bunch of famous people? de niro is an incredibly interesting guy; my brother used to work on many films with him as a lighting specialist. he was one of the few folks that actually got to know him. scorsese, on the other hand, i'm sure, like you said, has tons of stories and anecdotes, all of which i'd love to hear! i've got my fair share of intellectual, spiritually magnificent people: ghandi, nietzsche and morello are all fantastic people.","what's the point in inviting a bunch of famous people? i say this as a huge fan of deniro's and scorsese's: a dinner party would be not be as intellectually stimulating than if you had, say, descartes and kierkegaard in their place. sure, they've probably a hell of a lot of stories and anecdotes which would prove entertaining, but they're ... they're filmmakers, of all things!why not invite a bunch of famous people? de niro is an incredibly interesting guy; my brother used to work on many films with him as a lighting specialist. he was one of the few folks that actually got to know him. scorsese, on the other hand, i'm sure, like you said, has tons of stories and anecdotes, all of which i'd love to hear! i've got my fair share of intellectual, spiritually magnificent people: ghandi, nietzsche and morello are all fantastic people."
HYP_notsarc_0069,yes. except the government has no say in any of it. which is the way i like it. ;),oh yeah. that is the one up-side of it. bleh! :p,yes. except the government has no say in any of it. which is the way i like it. ;)oh yeah. that is the one up-side of it. bleh! :p
HYP_notsarc_0070,"no, it's because there is no evidence of their existence. for instance, we can not see air, but we have evidence of its existence. the most valid argument is that there are planets that can support life. i say it's valid because this is true (unlike other alien arguments). but this is not a good argument for alien existence because the conditions themselves do not prove life. they just prove conditions.",my goodness. i spoke to fast. :) i'll give you that one. i am shocked you even took the time to reply to my petty argument.,"no, it's because there is no evidence of their existence. for instance, we can not see air, but we have evidence of its existence. the most valid argument is that there are planets that can support life. i say it's valid because this is true (unlike other alien arguments). but this is not a good argument for alien existence because the conditions themselves do not prove life. they just prove conditions.my goodness. i spoke to fast. :) i'll give you that one. i am shocked you even took the time to reply to my petty argument."
RQ_sarc_0343,"a person doesn't have to be perfect to lead a boy into the truth of the salvation of jesus christ. and if jito's gay friend is teaching the kid that gay sex is fine and is failing to lead the boy into the truth about jesus christ, then imo he isn't a positive role model.","they weren't interested, remember? so your god punishes children for not being a member of the right 'club'. your god sounds more and more like a monster every time you mention him. once again, like with archie i have been wrong to assume you a bigot, you're a xenophobe.","a person doesn't have to be perfect to lead a boy into the truth of the salvation of jesus christ. and if jito's gay friend is teaching the kid that gay sex is fine and is failing to lead the boy into the truth about jesus christ, then imo he isn't a positive role model.they weren't interested, remember? so your god punishes children for not being a member of the right 'club'. your god sounds more and more like a monster every time you mention him. once again, like with archie i have been wrong to assume you a bigot, you're a xenophobe."
RQ_sarc_0344,Bradamante: But I am already well aware of epistemological methods concerning those that seek to undermine accepted teachings...,What about people who believe in something so much they are willing to suffer - even die - for it? I thought you Christians were really into that kind of thing! emoticonXAngel I ask because the history of the Documentary Hypothesis is filled with those who were persecuted for daring to suggest that evidence led away from the tradition that Moses had written the entire Pentateuch. Another case of the church strangling free thought!,Bradamante: But I am already well aware of epistemological methods concerning those that seek to undermine accepted teachings...What about people who believe in something so much they are willing to suffer - even die - for it? I thought you Christians were really into that kind of thing! emoticonXAngel I ask because the history of the Documentary Hypothesis is filled with those who were persecuted for daring to suggest that evidence led away from the tradition that Moses had written the entire Pentateuch. Another case of the church strangling free thought!
RQ_sarc_0345,"hey speaking of clueless, what would you call the rather significant increase in the percentage of wealth for the top 5% over the last couple decades? how about redistribution of wealth.  how about trickle down economics? you realize in order for that to have a chance to work you have to keep the incentives for the rich to invest that money domestically. otherwise they get the breaks and then ship that extra wealth offshore where it stays because there is no incentive to bring it back. thems good numbers making folk using them things they teach in them fancy city colleges.  if you could see past last week and next week you might understand the slow erosion of the things that are in place to make some of these ideas work.",you kidding? ez can't see past the front of his cobwebbed skull.,"hey speaking of clueless, what would you call the rather significant increase in the percentage of wealth for the top 5% over the last couple decades? how about redistribution of wealth.  how about trickle down economics? you realize in order for that to have a chance to work you have to keep the incentives for the rich to invest that money domestically. otherwise they get the breaks and then ship that extra wealth offshore where it stays because there is no incentive to bring it back. thems good numbers making folk using them things they teach in them fancy city colleges.  if you could see past last week and next week you might understand the slow erosion of the things that are in place to make some of these ideas work.you kidding? ez can't see past the front of his cobwebbed skull."
RQ_sarc_0346,"Yes it can, because they can/do own firearms besides those issued by the government. Plus, once they are retired from the military, they get to keep their rifles or pistols. Every round of the military's ammo is acounted for, because they don't want them waisting their money... They can shoot as much of their private stock as they want. Also, they have very stringent guidelines on cleaning your weapons. :)","Hey that would be great. The law would FORCE all anti-gunners of military service age and ability to own a fully automatic rifle. The law would FORCE all anti-gunners to train with the weapon. The law would FORCE VOR to keep his rifle clean. Hey VOR how about it? Keep your rifle clean or go to jail. I'm not talking about my rifle, I'll be glad to keep my free government rifle clean. How about you?","Yes it can, because they can/do own firearms besides those issued by the government. Plus, once they are retired from the military, they get to keep their rifles or pistols. Every round of the military's ammo is acounted for, because they don't want them waisting their money... They can shoot as much of their private stock as they want. Also, they have very stringent guidelines on cleaning your weapons. :)Hey that would be great. The law would FORCE all anti-gunners of military service age and ability to own a fully automatic rifle. The law would FORCE all anti-gunners to train with the weapon. The law would FORCE VOR to keep his rifle clean. Hey VOR how about it? Keep your rifle clean or go to jail. I'm not talking about my rifle, I'll be glad to keep my free government rifle clean. How about you?"
RQ_sarc_0347,i've exposed how evolution has multiple definitions.  not going to tell me if you've seen the movie?,"none of them which are correct.  how about you address my points? oh wait, you won't because you need to maintain your fantasy land where everyone who disagrees with you is an atheist.  how can you attack me when you won't even read the links given to you?","i've exposed how evolution has multiple definitions.  not going to tell me if you've seen the movie?none of them which are correct.  how about you address my points? oh wait, you won't because you need to maintain your fantasy land where everyone who disagrees with you is an atheist.  how can you attack me when you won't even read the links given to you?"
RQ_sarc_0348,Originally posted by debategirl88  1. Jesus did not go to heaven he went to hell. He couldnt go to heaven because He had all of the sins of the world on Him. If ya know anything about the Bible  you would know that sin does not go to heaven. That means Jesus spent 3 days and 3 nights in hell.,"Three days? Non Christians supposedly spend an eternity in hell, not the weekend.","Originally posted by debategirl88  1. Jesus did not go to heaven he went to hell. He couldnt go to heaven because He had all of the sins of the world on Him. If ya know anything about the Bible  you would know that sin does not go to heaven. That means Jesus spent 3 days and 3 nights in hell.Three days? Non Christians supposedly spend an eternity in hell, not the weekend."
RQ_sarc_0349,MM I am usually with you on every issue but we part company on this one......There have just been to many credible people who have had sightings.......Maybe they are light years ahead of us in the technology of space travel...............Can you imagine what they could teach us if they made contact? Some people are concerned that they could harm or destroy us..........Like I said before if they wanted to do that they could have already done it............,"You have no Idea how glad I was that I was sitting down when I read this!!First it shocks me that you haven't labeled all those who claim to see UFO's liberals.Then I have to wonder didn't at one time the RCC say we were the center of the universe,... The sun went around the earth,... the earth was flat ?? Theres no one but us .. It was all created for us??Ok I'm goning to go take a little breath of fresh air and rest for a moment as this is very disturbing to me! .... V.O.R. and I agree on something. I think I'm going to be sick!! Back in a few.","MM I am usually with you on every issue but we part company on this one......There have just been to many credible people who have had sightings.......Maybe they are light years ahead of us in the technology of space travel...............Can you imagine what they could teach us if they made contact? Some people are concerned that they could harm or destroy us..........Like I said before if they wanted to do that they could have already done it............You have no Idea how glad I was that I was sitting down when I read this!!First it shocks me that you haven't labeled all those who claim to see UFO's liberals.Then I have to wonder didn't at one time the RCC say we were the center of the universe,... The sun went around the earth,... the earth was flat ?? Theres no one but us .. It was all created for us??Ok I'm goning to go take a little breath of fresh air and rest for a moment as this is very disturbing to me! .... V.O.R. and I agree on something. I think I'm going to be sick!! Back in a few."
RQ_sarc_0350,"my point is, your reply was not what i said. is that too difficult for your so called brain? lol","oh hank, you really are funny. the way you are changing. i simply made a statement that it was one of many posts that you have agreed on. that was the post you disputed. are you still near all those paint-fumes? it must be the rotational affect of the egg-shaped world you live on! :) as i said... how simple is that? it is one that you've agreed on, and you now agree that it's one of several that you've agreed on. what is your point?  i made a statement that you now agree on. you raised an objection, you even say that everyone knows what you said, excepting me. how have i demonstrated i don't understand you? i haven't disputed your original statement. i made a complimentary statement.","my point is, your reply was not what i said. is that too difficult for your so called brain? loloh hank, you really are funny. the way you are changing. i simply made a statement that it was one of many posts that you have agreed on. that was the post you disputed. are you still near all those paint-fumes? it must be the rotational affect of the egg-shaped world you live on! :) as i said... how simple is that? it is one that you've agreed on, and you now agree that it's one of several that you've agreed on. what is your point?  i made a statement that you now agree on. you raised an objection, you even say that everyone knows what you said, excepting me. how have i demonstrated i don't understand you? i haven't disputed your original statement. i made a complimentary statement."
RQ_sarc_0351,I meant stop immigration and close all borders. Have very little trade. I just want to see opinions. I am doing a policy debate for school and my teacher recommended getting other opinions on it.,Not even let white people in? I can imagine why your teacher suggested a reality check.,I meant stop immigration and close all borders. Have very little trade. I just want to see opinions. I am doing a policy debate for school and my teacher recommended getting other opinions on it.Not even let white people in? I can imagine why your teacher suggested a reality check.
RQ_sarc_0352,"yeah, i heard they can get stem cells out of your teeth now.","my hat is off to california! was my post #43 right or wrong? now we just need new york to follow suit. now my question. if the federally funded programs can not create new stem cell lines, can california create them and then share? voila! federal funding on useful research. then watch 'em all stand in line for the cure. another question. has anybody else thought to ask gwb why, if stem cell research is false hope, did he fund any of it -- badly?","yeah, i heard they can get stem cells out of your teeth now.my hat is off to california! was my post #43 right or wrong? now we just need new york to follow suit. now my question. if the federally funded programs can not create new stem cell lines, can california create them and then share? voila! federal funding on useful research. then watch 'em all stand in line for the cure. another question. has anybody else thought to ask gwb why, if stem cell research is false hope, did he fund any of it -- badly?"
RQ_sarc_0353,the usa spends more money in weaponry than the rest of the world combined. its obsession with guns harks back to its war of independence. its insecurity has spread thru the american psyche across the generations like a disease. americans are a bunch of insecure little boys who think that guns transform them in macho men.,"what are you? nuts? you know that in our 'gun free' society, you are more likely to be a victim of violent crime, armed robbery or homicide than you were before the howard government tightened the gun laws? i mean, you know we are less safe now, right? but hey, at least we can rest easy knowing people are only be being bashed and stabbed to death, rather than shot. god bless australia, huh?","the usa spends more money in weaponry than the rest of the world combined. its obsession with guns harks back to its war of independence. its insecurity has spread thru the american psyche across the generations like a disease. americans are a bunch of insecure little boys who think that guns transform them in macho men.what are you? nuts? you know that in our 'gun free' society, you are more likely to be a victim of violent crime, armed robbery or homicide than you were before the howard government tightened the gun laws? i mean, you know we are less safe now, right? but hey, at least we can rest easy knowing people are only be being bashed and stabbed to death, rather than shot. god bless australia, huh?"
RQ_sarc_0354,"So you can tell me the athletes that were brought into the school to specificially play sports are going to abide by all the rules as well as the students that attend the school at their free will also, are going to spend 15 hours a week studying? I don't think so. Its more of a lesure activity than a serious requirement.",do you go to study hall? probably not. It is a requirement where the athletes sign in and sit in the library with their teams and are monitored to make sure that their studying is getting done.,"So you can tell me the athletes that were brought into the school to specificially play sports are going to abide by all the rules as well as the students that attend the school at their free will also, are going to spend 15 hours a week studying? I don't think so. Its more of a lesure activity than a serious requirement.do you go to study hall? probably not. It is a requirement where the athletes sign in and sit in the library with their teams and are monitored to make sure that their studying is getting done."
RQ_sarc_0355,You say that homosexual relationships should be all that there should be because hetero sex is wrong. Using your logic there would be no more children because nobody would be straight. After everyone died humans would no longer exist because there would be no offspring. Very intelligent I must say. Great way to preserve the human race. emoticonXBanghead  This is how I feel everytime I hear a dumb statement like that.,"Ever hear of artificial ensemination? Why is that heteros only think there is one way to produce children? I find hetero sex disturbing,and an unnatural lifestyle choice.","You say that homosexual relationships should be all that there should be because hetero sex is wrong. Using your logic there would be no more children because nobody would be straight. After everyone died humans would no longer exist because there would be no offspring. Very intelligent I must say. Great way to preserve the human race. emoticonXBanghead  This is how I feel everytime I hear a dumb statement like that.Ever hear of artificial ensemination? Why is that heteros only think there is one way to produce children? I find hetero sex disturbing,and an unnatural lifestyle choice."
RQ_sarc_0356,"well, if all you care is yourself and you are not burdened by conscience, go ahead and abort whenever it is expedient. i can see that you are so badly scarred by your bad choices in men, and your rape, that 'control over your body' has become paramount to you. it is understandable to give your son a homosexual as substitute father ? i am not so sure about that.","typical pro-life, woman-hating schmuck. i am pro-choice so i must be selfish whore who aborts all the time. you aren't worth the energy it takes to type.  i'm sure its no greater than your own. i mean, only a scarred woman could want autonomy, right? real women should be door mats, that way you don't ever have to attempt being a real man. way way over the line. he is an amazing, committed, loving, amazing father. maybe you, like my ex-husband, think being father is about who you ####. and like him, you probably think thats also where it ends as well. both myself and my son's adopted (real) father have higher standards than that.","well, if all you care is yourself and you are not burdened by conscience, go ahead and abort whenever it is expedient. i can see that you are so badly scarred by your bad choices in men, and your rape, that 'control over your body' has become paramount to you. it is understandable to give your son a homosexual as substitute father ? i am not so sure about that.typical pro-life, woman-hating schmuck. i am pro-choice so i must be selfish whore who aborts all the time. you aren't worth the energy it takes to type.  i'm sure its no greater than your own. i mean, only a scarred woman could want autonomy, right? real women should be door mats, that way you don't ever have to attempt being a real man. way way over the line. he is an amazing, committed, loving, amazing father. maybe you, like my ex-husband, think being father is about who you ####. and like him, you probably think thats also where it ends as well. both myself and my son's adopted (real) father have higher standards than that."
RQ_sarc_0357,"that is the self serviing rhetoric that you resort to when you run out of arguemetns, and must concede. that, or <flush>","trebor - it's humerous to watch your denial mechanism work overtime, trebor. for the 3rd of 4th time, where in your tanakh does it say your animal sacrifices for sin were abolished? shouldn't you be out trying to find a nice young lamb or ram for slaughter? lol!","that is the self serviing rhetoric that you resort to when you run out of arguemetns, and must concede. that, or <flush>trebor - it's humerous to watch your denial mechanism work overtime, trebor. for the 3rd of 4th time, where in your tanakh does it say your animal sacrifices for sin were abolished? shouldn't you be out trying to find a nice young lamb or ram for slaughter? lol!"
RQ_sarc_0358,"I believed and hoped in the possibility. It was Jesus, the living son of God.. he had feet, hands, legs - he had a body yes. I never looked at his face, but i knew who it was - for one thing nobody walks around in robes anywhere near where I live. I could also see the marks on his feet when I got up close... My friends who were with me did not see him, but I am not suprised they were engrossed in their conversation, I left their side and they did not realise I had left.",So your claim that no pre-existing belief is necessary is untested by you. Do you have an example of an actual non-believer having a religious experience that made a believer of them? In my experience God never appears to atheists. Funny that.,"I believed and hoped in the possibility. It was Jesus, the living son of God.. he had feet, hands, legs - he had a body yes. I never looked at his face, but i knew who it was - for one thing nobody walks around in robes anywhere near where I live. I could also see the marks on his feet when I got up close... My friends who were with me did not see him, but I am not suprised they were engrossed in their conversation, I left their side and they did not realise I had left.So your claim that no pre-existing belief is necessary is untested by you. Do you have an example of an actual non-believer having a religious experience that made a believer of them? In my experience God never appears to atheists. Funny that."
RQ_sarc_0359,"that wasn't a prophecy you neo marxist socialist, it was a hope.","archie, that wasn't a prophecy you neo marxist socialist, it was a hope. neo, marxist socialist, eh? three compliments in the same sentence. see you can be nice if you really really try. nice to know i am continuing the proud tradition that my parents established so many years ago. my father voted for debs, and my mother voted for foster. archie, sweetie, your flattery will get you nowhere, try as you might.","that wasn't a prophecy you neo marxist socialist, it was a hope.archie, that wasn't a prophecy you neo marxist socialist, it was a hope. neo, marxist socialist, eh? three compliments in the same sentence. see you can be nice if you really really try. nice to know i am continuing the proud tradition that my parents established so many years ago. my father voted for debs, and my mother voted for foster. archie, sweetie, your flattery will get you nowhere, try as you might."
RQ_sarc_0360,have you been to nigeria??? egypt?? north africa?? and for christ's sake spell ridiculous correctly.,"yes. your point? have you? as poor a typist as i am, and as full of mis-spellings as most of my posts are that is the best you can do? i must be slipping.","have you been to nigeria??? egypt?? north africa?? and for christ's sake spell ridiculous correctly.yes. your point? have you? as poor a typist as i am, and as full of mis-spellings as most of my posts are that is the best you can do? i must be slipping."
RQ_sarc_0361,"And secondly, it's a bit rich for them to call it murder when a blastocyst can turn into a tumour. And oncologists murder tumours all the time...","Now settle down charlie, and try to think rationally, just for a second. Have you ever heard of a tumor growing into a sentient life form as a fetus does? I'd appreciate a link documenting such an occurrence so we pro-lifers can start planning save the tumor rally's.","And secondly, it's a bit rich for them to call it murder when a blastocyst can turn into a tumour. And oncologists murder tumours all the time...Now settle down charlie, and try to think rationally, just for a second. Have you ever heard of a tumor growing into a sentient life form as a fetus does? I'd appreciate a link documenting such an occurrence so we pro-lifers can start planning save the tumor rally's."
RQ_sarc_0362,"I'm used to reading non sequiturs from you, but how on earth you imagine this follows in any way from the post you quote eludes me completely.",Is North Korea a bastion of peace and good-living? Nope. Is it religious? Nope. Therefore obstacles to 'peace' don't necessarily have to be tied in with religiosity.Hope that's spelt out enough for you. Try to keep up.,"I'm used to reading non sequiturs from you, but how on earth you imagine this follows in any way from the post you quote eludes me completely.Is North Korea a bastion of peace and good-living? Nope. Is it religious? Nope. Therefore obstacles to 'peace' don't necessarily have to be tied in with religiosity.Hope that's spelt out enough for you. Try to keep up."
RQ_sarc_0363,wow.....is that what that word means....lol.....you're kidding right....you just convieniently give words your own defintions that seem to coincide with your hate....that is so classic!,"my hate of iniquity vs. your love for it? get a new dog, brummer.","wow.....is that what that word means....lol.....you're kidding right....you just convieniently give words your own defintions that seem to coincide with your hate....that is so classic!my hate of iniquity vs. your love for it? get a new dog, brummer."
RQ_sarc_0364,"I know what I am talking about, and you know, but only you want to wrangle. And why do you want to contradict that?",Contradict what? Thank you for acknowledging that I know what I'm talking about. I call it questioning. You call it wrangling because you've no coherent thoughts of your own.,"I know what I am talking about, and you know, but only you want to wrangle. And why do you want to contradict that?Contradict what? Thank you for acknowledging that I know what I'm talking about. I call it questioning. You call it wrangling because you've no coherent thoughts of your own."
RQ_sarc_0365,"Well, you stated that gun control ""worked well"" in Europe during the 30s, which was the time of the holocaust. By stating gun control ""worked well"", I assumed that you supported or condoned what the nazis were doing to the Jews. However, I assume I was incorrect. And regarding you and Steeeve's childish attacks, I will ignore them at the moment, but if you decide to resume this behavior I will be forced to report it.",Obviously sarcasm escapes you....if you did not understand that remark about gun control working in Europe during the 1930's.Report me? My knees are trembling already.I believe Steeve was expressing his right to free speech.,"Well, you stated that gun control ""worked well"" in Europe during the 30s, which was the time of the holocaust. By stating gun control ""worked well"", I assumed that you supported or condoned what the nazis were doing to the Jews. However, I assume I was incorrect. And regarding you and Steeeve's childish attacks, I will ignore them at the moment, but if you decide to resume this behavior I will be forced to report it.Obviously sarcasm escapes you....if you did not understand that remark about gun control working in Europe during the 1930's.Report me? My knees are trembling already.I believe Steeve was expressing his right to free speech."
RQ_sarc_0366,Like I said before I would not celebrate the death of any person...even osama bin laden. There may be evil men out there but to celebrate the death of an evil man is evil as well. It goes along the same lines as doing something evil to achieve good still makes you an evil person.,"You would not celebrate Osama being out of the picture? Maybe not throw a party, but a not even a simple ""yippee!""? Yeah, right. What a load.","Like I said before I would not celebrate the death of any person...even osama bin laden. There may be evil men out there but to celebrate the death of an evil man is evil as well. It goes along the same lines as doing something evil to achieve good still makes you an evil person.You would not celebrate Osama being out of the picture? Maybe not throw a party, but a not even a simple ""yippee!""? Yeah, right. What a load."
RQ_sarc_0367,"youre forgetting something cz, it's not the word of god. it's the word of 'divinely inspired men.' (sounds suspicious all ready.) who must have been stoned out of their freeken minds in order to write such an absurd fiction. its is good for only one thing, to be hung next to the sears catalog. not only is the bible fiction, its a sick, dangerous, virulent manual for the self-destruction of the human race.","but to some it is the word of their god. you see? you have no god so you dont have to worry (at least not yet). and 'divine', so you are saying besides sarcastic rhetoric that they were divinely inspired cause you labled them that. sears is now jcpenney's get with the times. and no it wouldnt be hung there cause you can tbuy drapes in revelation. fiction: archaeologival evidence is fiction? sick: yes soddom and ghamorah was a sad story. dangerous: yes to those who feel their sins bearing down on them. virulent manual for the self-destruction of the human race: history, salvation, truth. or is fiction today's word on sesame street?","youre forgetting something cz, it's not the word of god. it's the word of 'divinely inspired men.' (sounds suspicious all ready.) who must have been stoned out of their freeken minds in order to write such an absurd fiction. its is good for only one thing, to be hung next to the sears catalog. not only is the bible fiction, its a sick, dangerous, virulent manual for the self-destruction of the human race.but to some it is the word of their god. you see? you have no god so you dont have to worry (at least not yet). and 'divine', so you are saying besides sarcastic rhetoric that they were divinely inspired cause you labled them that. sears is now jcpenney's get with the times. and no it wouldnt be hung there cause you can tbuy drapes in revelation. fiction: archaeologival evidence is fiction? sick: yes soddom and ghamorah was a sad story. dangerous: yes to those who feel their sins bearing down on them. virulent manual for the self-destruction of the human race: history, salvation, truth. or is fiction today's word on sesame street?"
RQ_sarc_0368,"only in response to your overweening prurient and ongoing voyeurism, dear gansao.",is that the best you can do simone? i think the games up for you old girl! i used to do volunteer work for the samaritans in england and we had a few callers like you. it sometimes takes a while to suss out a fantasist but you do eventually!,"only in response to your overweening prurient and ongoing voyeurism, dear gansao.is that the best you can do simone? i think the games up for you old girl! i used to do volunteer work for the samaritans in england and we had a few callers like you. it sometimes takes a while to suss out a fantasist but you do eventually!"
RQ_sarc_0369,"Eugene Volokh • July 29, 2010 11:48 pm  Friday, the Michigan Supreme Court handed down an interesting case — People v. Dupree on this. The case is not novel, and my sense is that the defense is generally recognized: Just as what would otherwise be the crime of murder, attempted murder, battery, and the like might be justified if done in defense against an imminent threat, so a felon’s taking possession of a gun is justified if done in defense against an imminent threat. (The defense does not apply to a felon’s arming himself against a possible threat of attack at some indefinite future time.) Still, the case struck me as an interesting illustration. Thanks to Jason C. Miller for the pointer.","Did you slip in it AGAIN? Were you led astray by a passage from Heller you thought you could use to legitimize gun control, your wet dream?I submit from many past rulings of the courts that little statement is in error.","Eugene Volokh • July 29, 2010 11:48 pm  Friday, the Michigan Supreme Court handed down an interesting case — People v. Dupree on this. The case is not novel, and my sense is that the defense is generally recognized: Just as what would otherwise be the crime of murder, attempted murder, battery, and the like might be justified if done in defense against an imminent threat, so a felon’s taking possession of a gun is justified if done in defense against an imminent threat. (The defense does not apply to a felon’s arming himself against a possible threat of attack at some indefinite future time.) Still, the case struck me as an interesting illustration. Thanks to Jason C. Miller for the pointer.Did you slip in it AGAIN? Were you led astray by a passage from Heller you thought you could use to legitimize gun control, your wet dream?I submit from many past rulings of the courts that little statement is in error."
RQ_sarc_0370,"do you think mr. bledsoe would have wound up dead if the perps had been carrying baseball bats  and he had said, youre not going to hit me with that thing? nothing less than a gun will work when you guys want to defend yourselves,  but all weapons are equally deadly in the hands of another.  you don't see a contradiction there?","i don't see why not. if somebody is perfectly willing to murder you in cold blood despite your blind compliance i see no reason to believe that they'd hesitate if it meant crushing a skull with a bat rather than just shooting them in the face. seriously, what kind of stability are you dealing with when all it takes to motivate someone to murder is a simple question? a baseball bat isn't concealable like a handgun, is it? nor can it be readily used by someone suffering arthritis or used in a cramped location. any weapon can be used to inflict death and murder. the human body is hardly a modern marvel of resiliency and near-indestructibility. even sneezing wrong can be potentially fatal. certainly not. do you see a contradiction?","do you think mr. bledsoe would have wound up dead if the perps had been carrying baseball bats  and he had said, youre not going to hit me with that thing? nothing less than a gun will work when you guys want to defend yourselves,  but all weapons are equally deadly in the hands of another.  you don't see a contradiction there?i don't see why not. if somebody is perfectly willing to murder you in cold blood despite your blind compliance i see no reason to believe that they'd hesitate if it meant crushing a skull with a bat rather than just shooting them in the face. seriously, what kind of stability are you dealing with when all it takes to motivate someone to murder is a simple question? a baseball bat isn't concealable like a handgun, is it? nor can it be readily used by someone suffering arthritis or used in a cramped location. any weapon can be used to inflict death and murder. the human body is hardly a modern marvel of resiliency and near-indestructibility. even sneezing wrong can be potentially fatal. certainly not. do you see a contradiction?"
RQ_sarc_0371,"And what does that have to do with the price of rice in China? Are you suggesting that in the event of a natural disaster you have the right to choose? If a tornado tore you from your bed and cast you into oblivion, that was your choice? Maybe so. emoticonXRolleyes No doubt many lives were lost in NO due to lack of means as well as ignorance but how that relates to convenience abortion on demand and the social acceptance of them escapes me. emoticonXWow","Obviously, in the event of a disaster, George W. Bush sure thinks he has a right to choose.Hmmm, let's see, should I interrupt my vacation just because people are drowning in New Orleans? Naw, I don't think I should. They're just poor people and they probably didn't vote for me.","And what does that have to do with the price of rice in China? Are you suggesting that in the event of a natural disaster you have the right to choose? If a tornado tore you from your bed and cast you into oblivion, that was your choice? Maybe so. emoticonXRolleyes No doubt many lives were lost in NO due to lack of means as well as ignorance but how that relates to convenience abortion on demand and the social acceptance of them escapes me. emoticonXWowObviously, in the event of a disaster, George W. Bush sure thinks he has a right to choose.Hmmm, let's see, should I interrupt my vacation just because people are drowning in New Orleans? Naw, I don't think I should. They're just poor people and they probably didn't vote for me."
RQ_sarc_0372,"Yes Easy, we are well aware that you are completely incapable of intelligently posting on topic....","<flush>Just come up with something that discredits the resurrection, if you think you can. Should be easy for you Einsteins, shouldn't it?But in two years I haven't seen it yet. Not from you or anybody else.Where's the beef?","Yes Easy, we are well aware that you are completely incapable of intelligently posting on topic....<flush>Just come up with something that discredits the resurrection, if you think you can. Should be easy for you Einsteins, shouldn't it?But in two years I haven't seen it yet. Not from you or anybody else.Where's the beef?"
RQ_sarc_0373,"OH, OH, OH.., How much you'd like to relegate your immorality to the devil. That's a convenient out.",That's an out that's peculiar to Christians. Good? Godidit. Bad? Devil's work.,"OH, OH, OH.., How much you'd like to relegate your immorality to the devil. That's a convenient out.That's an out that's peculiar to Christians. Good? Godidit. Bad? Devil's work."
RQ_sarc_0374,"your version of 'serious resistance' is blathering, changing the subject, lying and having no regards for reality. and when that doesn't work you resort to attacking me personally. why don't you get busy debating the substance of my op if you are so sure of yourself....? and by the way....the artwork originally found were authentic and not mass-produced....thousands of them were found and authorities desperately tried to keep them from being revealed to the public.",that's pretty damn funny comming from you. if i am wrong why do you have countless threads that have been abandoned after you encountered people who refuted you? i don't play shotgun with frauds. look up gulliable in the dictionary. http://www.talkorigins.org/indexcc/ch/ch710_1.html try again. basilio uchuya and his wife admit to drawing them to sell to tourists based on comic books. you fell for a tourists scheme! how amusing.,"your version of 'serious resistance' is blathering, changing the subject, lying and having no regards for reality. and when that doesn't work you resort to attacking me personally. why don't you get busy debating the substance of my op if you are so sure of yourself....? and by the way....the artwork originally found were authentic and not mass-produced....thousands of them were found and authorities desperately tried to keep them from being revealed to the public.that's pretty damn funny comming from you. if i am wrong why do you have countless threads that have been abandoned after you encountered people who refuted you? i don't play shotgun with frauds. look up gulliable in the dictionary. http://www.talkorigins.org/indexcc/ch/ch710_1.html try again. basilio uchuya and his wife admit to drawing them to sell to tourists based on comic books. you fell for a tourists scheme! how amusing."
RQ_sarc_0375,"Abortion is killing a defenseless, helpless, innocent baby in the womb....It is the most barbaric crime one human being can perpetrate on another","Now I read this and thought there are two ways I could describe you:1) You are very poorly read in history.or2) Why don't you give a damn about the born? at what point does that defenseless little child become second in your concerns to the unborn?I'm intrigued, I really am.","Abortion is killing a defenseless, helpless, innocent baby in the womb....It is the most barbaric crime one human being can perpetrate on anotherNow I read this and thought there are two ways I could describe you:1) You are very poorly read in history.or2) Why don't you give a damn about the born? at what point does that defenseless little child become second in your concerns to the unborn?I'm intrigued, I really am."
